Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Team
Anthony Martial,fr FRA,FW,27.0,13,5,448.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.2,1.5,6.0,12.0,36.0,0.2,0.0,0.2,0.2,0.2,0.25,0.05,0.29,0.25,0.29,Manchester United
Sergio Reguilón,es ESP,DF,26.0,9,4,412.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.7,0.9,11.0,27.0,38.0,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.2,0.04,0.2,Manchester United
Amad Diallo,ci CIV,"FW,MF",21.0,9,3,390.0,4.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.1,1.6,11.0,10.0,31.0,0.23,0.23,0.46,0.23,0.46,0.12,0.24,0.36,0.12,0.36,Manchester United
Willy Kambwala,fr FRA,DF,18.0,8,3,330.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester United
Facundo Pellistri,uy URU,"FW,MF",21.0,9,1,172.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,6.0,6.0,31.0,0.0,0.52,0.52,0.0,0.52,0.38,0.05,0.43,0.38,0.43,Manchester United
Hannibal Mejbri,tn TUN,"MF,FW",20.0,5,1,133.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,2.0,6.0,10.0,0.68,0.0,0.68,0.68,0.68,0.02,0.25,0.27,0.02,0.27,Manchester United
Omari Forson,eng ENG,FW,19.0,4,1,70.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,2.0,2.0,0.0,1.29,1.29,0.0,1.29,0.04,0.23,0.27,0.04,0.27,Manchester United
Jadon Sancho,eng ENG,"FW,MF",23.0,3,0,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,10.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Manchester United
Ethan Wheatley,eng ENG,FW,17.0,3,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester United
Donny van de Beek,nl NED,DF,26.0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.09,4.44,5.54,1.09,5.54,Manchester United
Daniel Gore,eng ENG,MF,18.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester United
Ollie Watkins,eng ENG,FW,27.0,37,37,3217.0,35.7,19.0,13.0,32.0,19.0,0.0,0.0,4.0,0.0,16.8,16.8,7.3,24.2,62.0,55.0,214.0,0.53,0.36,0.9,0.53,0.9,0.47,0.21,0.68,0.47,0.68,Aston Villa
Ezri Konsa,eng ENG,DF,25.0,35,35,3069.0,34.1,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,2.5,2.5,0.5,3.0,37.0,136.0,33.0,0.03,0.0,0.03,0.03,0.03,0.07,0.02,0.09,0.07,0.09,Aston Villa
John McGinn,sct SCO,"MF,FW",28.0,35,35,2999.0,33.3,6.0,4.0,10.0,6.0,0.0,0.0,9.0,1.0,5.0,5.0,4.6,9.6,59.0,189.0,84.0,0.18,0.12,0.3,0.18,0.3,0.15,0.14,0.29,0.15,0.29,Aston Villa
Douglas Luiz,br BRA,MF,25.0,35,35,2993.0,33.3,9.0,5.0,14.0,5.0,4.0,4.0,12.0,0.0,6.9,3.8,5.4,9.2,60.0,168.0,50.0,0.27,0.15,0.42,0.15,0.3,0.21,0.16,0.37,0.11,0.28,Aston Villa
Emiliano Martínez,ar ARG,GK,30.0,34,34,3015.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa
Pau Torres,es ESP,DF,26.0,29,27,2464.0,27.4,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.4,1.4,42.0,128.0,16.0,0.07,0.0,0.07,0.07,0.07,0.04,0.02,0.05,0.04,0.05,Aston Villa
Lucas Digne,fr FRA,DF,30.0,33,27,2410.0,26.8,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,1.1,1.1,4.1,5.2,42.0,77.0,200.0,0.04,0.11,0.15,0.04,0.15,0.04,0.15,0.19,0.04,0.19,Aston Villa
Moussa Diaby,fr FRA,"FW,MF",24.0,38,25,2174.0,24.2,6.0,8.0,14.0,6.0,0.0,0.0,1.0,0.0,7.0,7.0,6.6,13.6,94.0,72.0,183.0,0.25,0.33,0.58,0.25,0.58,0.29,0.27,0.56,0.29,0.56,Aston Villa
Matty Cash,pl POL,DF,25.0,29,23,2142.0,23.8,2.0,2.0,4.0,2.0,0.0,0.0,8.0,0.0,4.2,4.2,2.3,6.5,62.0,88.0,101.0,0.08,0.08,0.17,0.08,0.17,0.18,0.1,0.27,0.18,0.27,Aston Villa
Leon Bailey,jm JAM,"MF,FW",25.0,35,22,2068.0,23.0,10.0,9.0,19.0,10.0,0.0,0.0,5.0,0.0,6.3,6.3,9.2,15.5,102.0,82.0,226.0,0.44,0.39,0.83,0.44,0.83,0.27,0.4,0.67,0.27,0.67,Aston Villa
Diego Carlos,br BRA,DF,30.0,27,20,1816.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.9,1.9,0.1,2.0,4.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Aston Villa
Boubacar Kamara,fr FRA,MF,23.0,20,20,1652.0,18.4,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.1,0.1,1.3,1.4,19.0,83.0,10.0,0.0,0.05,0.05,0.0,0.05,0.01,0.07,0.08,0.01,0.08,Aston Villa
Youri Tielemans,be BEL,"MF,FW",26.0,32,17,1622.0,18.0,2.0,6.0,8.0,2.0,0.0,0.0,3.0,0.0,1.3,1.3,2.6,3.9,23.0,128.0,46.0,0.11,0.33,0.44,0.11,0.44,0.07,0.14,0.21,0.07,0.21,Aston Villa
Clément Lenglet,fr FRA,DF,28.0,14,14,1153.0,12.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,0.8,1.6,26.0,51.0,1.0,0.0,0.08,0.08,0.0,0.08,0.07,0.06,0.13,0.07,0.13,Aston Villa
Álex Moreno,es ESP,DF,30.0,21,11,1031.0,11.5,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.1,1.1,1.1,2.3,32.0,24.0,83.0,0.17,0.0,0.17,0.17,0.17,0.1,0.1,0.2,0.1,0.2,Aston Villa
Nicolò Zaniolo,it ITA,"FW,MF",24.0,25,9,839.0,9.3,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,2.6,2.6,1.0,3.6,35.0,30.0,60.0,0.21,0.0,0.21,0.21,0.21,0.28,0.11,0.39,0.28,0.39,Aston Villa
Jacob Ramsey,eng ENG,"FW,MF",22.0,16,8,853.0,9.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.2,2.2,1.0,3.2,33.0,28.0,69.0,0.11,0.11,0.21,0.11,0.21,0.23,0.11,0.34,0.23,0.34,Aston Villa
Morgan Rogers,eng ENG,"MF,FW",21.0,11,8,638.0,7.1,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,1.4,1.4,0.6,2.0,22.0,28.0,30.0,0.42,0.14,0.56,0.42,0.56,0.19,0.09,0.28,0.19,0.28,Aston Villa
Robin Olsen,se SWE,GK,33.0,5,4,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa
Jhon Durán,co COL,"FW,MF",19.0,23,3,475.0,5.3,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,2.0,2.0,0.3,2.3,9.0,9.0,25.0,0.95,0.0,0.95,0.95,0.95,0.38,0.06,0.44,0.38,0.44,Aston Villa
Tim Iroegbunam,eng ENG,MF,20.0,9,1,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa
Calum Chambers,eng ENG,"MF,DF",28.0,5,1,152.0,1.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,5.0,1.0,0.0,0.59,0.59,0.0,0.59,0.0,0.06,0.06,0.0,0.06,Aston Villa
Leander Dendoncker,be BEL,MF,28.0,8,1,119.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,0.0,3.0,2.0,0.76,0.0,0.76,0.76,0.76,0.56,0.0,0.56,0.56,0.56,Aston Villa
Tyrone Mings,eng ENG,DF,30.0,1,1,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,Aston Villa
Omari Kellyman,eng ENG,FW,17.0,2,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Aston Villa
Philippe Coutinho,br BRA,"MF,FW",31.0,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.52,0.52,Aston Villa
Bertrand Traoré,bf BFA,"DF,FW",27.0,2,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa
Cameron Archer,eng ENG,MF,22.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa
Kaine Kesler-Hayden,eng ENG,"MF,DF",20.0,3,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa
Finley Munroe,eng ENG,MF,18.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa
Jaden Philogene Bidace,eng ENG,FW,21.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa
Vladimír Coufal,cz CZE,DF,30.0,36,36,3132.0,34.8,0.0,7.0,7.0,0.0,0.0,0.0,7.0,1.0,0.3,0.3,4.0,4.3,68.0,119.0,126.0,0.0,0.2,0.2,0.0,0.2,0.01,0.11,0.12,0.01,0.12,West Ham United
Emerson Palmieri,it ITA,DF,28.0,36,35,3137.0,34.9,1.0,2.0,3.0,1.0,0.0,0.0,10.0,0.0,1.5,1.5,2.4,3.9,59.0,125.0,124.0,0.03,0.06,0.09,0.03,0.09,0.04,0.07,0.11,0.04,0.11,West Ham United
Jarrod Bowen,eng ENG,FW,26.0,34,34,3019.0,33.5,16.0,6.0,22.0,16.0,0.0,0.0,2.0,0.0,11.6,11.6,5.5,17.2,90.0,52.0,186.0,0.48,0.18,0.66,0.48,0.66,0.35,0.16,0.51,0.35,0.51,West Ham United
James Ward-Prowse,eng ENG,MF,28.0,37,34,3001.0,33.3,7.0,7.0,14.0,5.0,2.0,2.0,4.0,0.0,6.0,4.4,7.8,12.3,18.0,144.0,63.0,0.21,0.21,0.42,0.15,0.36,0.18,0.23,0.41,0.13,0.37,West Ham United
Tomáš Souček,cz CZE,MF,28.0,37,34,2870.0,31.9,7.0,2.0,9.0,7.0,0.0,0.0,7.0,0.0,6.7,6.7,1.7,8.4,7.0,86.0,39.0,0.22,0.06,0.28,0.22,0.28,0.21,0.05,0.26,0.21,0.26,West Ham United
Kurt Zouma,fr FRA,DF,28.0,33,32,2838.0,31.5,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,1.8,1.8,0.2,2.0,7.0,53.0,1.0,0.1,0.0,0.1,0.1,0.1,0.06,0.01,0.06,0.06,0.06,West Ham United
Alphonse Areola,fr FRA,GK,30.0,31,31,2699.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham United
Lucas Paquetá,br BRA,"FW,MF",25.0,31,31,2622.0,29.1,4.0,6.0,10.0,2.0,2.0,2.0,10.0,0.0,5.4,3.8,5.4,9.2,34.0,187.0,116.0,0.14,0.21,0.34,0.07,0.27,0.18,0.18,0.37,0.13,0.32,West Ham United
Edson Álvarez,mx MEX,MF,25.0,31,28,2377.0,26.4,1.0,1.0,2.0,1.0,0.0,0.0,11.0,0.0,1.3,1.3,0.6,1.9,20.0,91.0,26.0,0.04,0.04,0.08,0.04,0.08,0.05,0.02,0.07,0.05,0.07,West Ham United
Mohammed Kudus,gh GHA,"FW,MF",22.0,33,27,2484.0,27.6,8.0,6.0,14.0,8.0,0.0,0.0,6.0,0.0,5.1,5.1,3.5,8.6,117.0,80.0,216.0,0.29,0.22,0.51,0.29,0.51,0.19,0.13,0.31,0.19,0.31,West Ham United
Nayef Aguerd,ma MAR,DF,27.0,21,21,1857.0,20.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.5,1.5,0.3,1.8,10.0,68.0,3.0,0.05,0.0,0.05,0.05,0.05,0.07,0.01,0.09,0.07,0.09,West Ham United
Michail Antonio,jm JAM,FW,33.0,26,21,1695.0,18.8,6.0,2.0,8.0,6.0,0.0,0.0,6.0,0.0,5.8,5.8,0.9,6.7,48.0,22.0,104.0,0.32,0.11,0.42,0.32,0.42,0.31,0.05,0.35,0.31,0.35,West Ham United
Konstantinos Mavropanos,gr GRE,DF,25.0,19,16,1500.0,16.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.2,1.4,10.0,38.0,2.0,0.06,0.0,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08,West Ham United
Łukasz Fabiański,pl POL,GK,38.0,10,7,721.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham United
Angelo Ogbonna,it ITA,DF,35.0,11,7,635.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,West Ham United
Saïd Benrahma,dz ALG,"FW,MF",27.0,13,5,620.0,6.9,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.8,1.0,1.4,2.5,28.0,28.0,70.0,0.0,0.15,0.15,0.0,0.15,0.27,0.21,0.47,0.15,0.36,West Ham United
Ben Johnson,eng ENG,"DF,FW",23.0,14,4,544.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,17.0,22.0,33.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,West Ham United
Aaron Cresswell,eng ENG,"DF,FW",33.0,11,4,436.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,4.0,26.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,West Ham United
Pablo Fornals,es ESP,"MF,FW",27.0,15,4,426.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,4.0,29.0,27.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.13,0.07,0.13,West Ham United
Danny Ings,eng ENG,FW,31.0,20,3,404.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,0.3,1.5,7.0,8.0,29.0,0.22,0.0,0.22,0.22,0.22,0.28,0.06,0.34,0.28,0.34,West Ham United
Kalvin Phillips,eng ENG,MF,27.0,8,3,309.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.1,0.1,0.0,0.1,3.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,West Ham United
Maxwel Cornet,ci CIV,"MF,FW",26.0,7,1,112.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,3.0,2.0,8.0,0.8,0.0,0.8,0.8,0.8,0.32,0.13,0.46,0.32,0.46,West Ham United
Divin Mubama,eng ENG,FW,18.0,5,0,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,West Ham United
George Earthy,eng ENG,FW,18.0,3,0,34.0,0.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.0,3.0,2.65,0.0,2.65,2.65,2.65,0.82,0.0,0.82,0.82,0.82,West Ham United
Thilo Kehrer,de GER,"DF,MF",26.0,4,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham United
Kaelan Casey,eng ENG,DF,18.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham United
Joachim Andersen,dk DEN,DF,27.0,38,38,3415.0,37.9,2.0,3.0,5.0,2.0,0.0,0.0,7.0,0.0,1.7,1.7,2.8,4.5,21.0,147.0,10.0,0.05,0.08,0.13,0.05,0.13,0.04,0.07,0.12,0.04,0.12,Crystal Palace
Tyrick Mitchell,eng ENG,"DF,MF",23.0,37,37,3204.0,35.6,2.0,3.0,5.0,2.0,0.0,0.0,6.0,0.0,1.6,1.6,2.8,4.4,32.0,94.0,159.0,0.06,0.08,0.14,0.06,0.14,0.04,0.08,0.12,0.04,0.12,Crystal Palace
Jordan Ayew,gh GHA,"FW,MF",31.0,35,30,2543.0,28.3,4.0,7.0,11.0,4.0,0.0,0.0,9.0,1.0,3.9,3.9,4.2,8.1,74.0,63.0,173.0,0.14,0.25,0.39,0.14,0.39,0.14,0.15,0.29,0.14,0.29,Crystal Palace
Jefferson Lerma,co COL,"MF,DF",28.0,28,27,2400.0,26.7,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,2.7,2.7,2.2,4.8,14.0,106.0,51.0,0.04,0.04,0.07,0.04,0.07,0.1,0.08,0.18,0.1,0.18,Crystal Palace
Jean-Philippe Mateta,fr FRA,FW,26.0,35,25,2282.0,25.4,16.0,5.0,21.0,14.0,2.0,2.0,3.0,0.0,10.9,9.4,3.1,12.5,29.0,25.0,135.0,0.63,0.2,0.83,0.55,0.75,0.43,0.12,0.56,0.37,0.49,Crystal Palace
Eberechi Eze,eng ENG,"MF,FW",25.0,27,24,2055.0,22.8,11.0,4.0,15.0,10.0,1.0,1.0,3.0,0.0,9.1,8.3,5.2,13.5,68.0,93.0,139.0,0.48,0.18,0.66,0.44,0.61,0.4,0.23,0.62,0.36,0.59,Crystal Palace
Chris Richards,us USA,"DF,MF",23.0,26,23,2094.0,23.3,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.4,1.0,1.0,43.0,1.0,0.04,0.04,0.09,0.04,0.09,0.03,0.02,0.04,0.03,0.04,Crystal Palace
Marc Guéhi,eng ENG,DF,23.0,25,23,2021.0,22.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.6,1.2,15.0,67.0,7.0,0.0,0.04,0.04,0.0,0.04,0.03,0.03,0.05,0.03,0.05,Crystal Palace
Joel Ward,eng ENG,DF,33.0,26,23,1980.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,0.2,1.1,16.0,66.0,14.0,0.0,0.05,0.05,0.0,0.05,0.04,0.01,0.05,0.04,0.05,Crystal Palace
Will Hughes,eng ENG,MF,28.0,30,23,1891.0,21.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,1.1,1.5,14.0,76.0,17.0,0.0,0.05,0.05,0.0,0.05,0.02,0.05,0.07,0.02,0.07,Crystal Palace
Sam Johnstone,eng ENG,GK,30.0,20,20,1796.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
Dean Henderson,eng ENG,GK,26.0,18,18,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
Odsonne Édouard,fr FRA,"FW,MF",25.0,30,17,1555.0,17.3,7.0,0.0,7.0,7.0,0.0,0.0,4.0,0.0,6.2,6.2,1.2,7.4,33.0,36.0,100.0,0.41,0.0,0.41,0.41,0.41,0.36,0.07,0.43,0.36,0.43,Crystal Palace
Jeffrey Schlupp,gh GHA,"FW,MF",30.0,29,17,1352.0,15.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.8,1.8,2.3,4.1,20.0,33.0,52.0,0.13,0.13,0.27,0.13,0.27,0.12,0.15,0.27,0.12,0.27,Crystal Palace
Daniel Muñoz,co COL,"DF,MF",27.0,16,16,1439.0,16.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,1.2,1.2,2.4,3.7,25.0,38.0,80.0,0.0,0.25,0.25,0.0,0.25,0.08,0.15,0.23,0.08,0.23,Crystal Palace
Adam Wharton,eng ENG,MF,19.0,16,15,1297.0,14.4,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,2.4,2.8,14.0,79.0,10.0,0.0,0.21,0.21,0.0,0.21,0.02,0.17,0.19,0.02,0.19,Crystal Palace
Nathaniel Clyne,eng ENG,DF,32.0,19,14,1338.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,10.0,33.0,18.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,Crystal Palace
Michael Olise,fr FRA,"FW,MF",21.0,19,14,1275.0,14.2,10.0,6.0,16.0,9.0,1.0,1.0,0.0,0.0,5.5,4.7,5.8,10.5,68.0,78.0,134.0,0.71,0.42,1.13,0.64,1.06,0.39,0.41,0.8,0.33,0.74,Crystal Palace
Cheick Doucouré,ml MLI,MF,23.0,11,11,919.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.7,1.0,9.0,49.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1,Crystal Palace
Jaïro Riedewald,nl NED,"MF,FW",26.0,9,2,235.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Crystal Palace
Matheus França,br BRA,"MF,FW",19.0,10,1,232.0,2.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.9,1.2,12.0,8.0,12.0,0.0,0.39,0.39,0.0,0.39,0.14,0.34,0.48,0.14,0.48,Crystal Palace
Naouirou Ahamada,fr FRA,"MF,FW",21.0,20,0,349.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.5,0.5,0.0,0.5,19.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.13,0.01,0.13,0.13,0.13,Crystal Palace
David Ozoh,eng ENG,"MF,DF",18.0,9,0,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
Jesurun Rak Sakyi,eng ENG,"MF,FW",20.0,6,0,136.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,7.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.28,0.1,0.38,0.28,0.38,Crystal Palace
James Tomkins,eng ENG,DF,34.0,4,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
Remi Matthews,eng ENG,GK,29.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal Palace
Bernd Leno,de GER,GK,31.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham
Antonee Robinson,us USA,DF,25.0,37,37,3265.0,36.3,0.0,6.0,6.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,4.2,4.8,99.0,129.0,194.0,0.0,0.17,0.17,0.0,0.17,0.02,0.11,0.13,0.02,0.13,Fulham
